"Season","Week Start","Week End","Week","Location","Care Type","1-Week Percent COVID-19","dtm_updated"
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Greater Health Now","Emergency Visits","0.6",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Healthier Here","Hospitalizations","2.1",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Healthier Here","Emergency Visits","2.1",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"North Sound","Hospitalizations","2.8",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"North Sound","Emergency Visits","1.8",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Olympic Community of Health","Hospitalizations","2.8",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Olympic Community of Health","Emergency Visits","1.6",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Southwest Washington","Hospitalizations","1.2",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Southwest Washington","Emergency Visits","1",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Statewide","Hospitalizations","2",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Statewide","Emergency Visits","1.4",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Thriving Together NCW","Hospitalizations","1.4",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Thriving Together NCW","Emergency Visits","0.7",2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-04-10 00:00:00,2022-04-16 00:00:00,15,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Better Health Together","Hospitalizations","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Better Health Together","Emergency Visits","1.3",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Cascade Pacific Action Alliance","Hospitalizations","2.4",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Cascade Pacific Action Alliance","Emergency Visits","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Elevate Health","Hospitalizations","2.8",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Elevate Health","Emergency Visits","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Greater Health Now","Hospitalizations","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Greater Health Now","Emergency Visits","0.7",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Healthier Here","Hospitalizations","3",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Healthier Here","Emergency Visits","3.1",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"North Sound","Hospitalizations","3.8",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"North Sound","Emergency Visits","3",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Olympic Community of Health","Hospitalizations","2.8",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Olympic Community of Health","Emergency Visits","1.6",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Southwest Washington","Hospitalizations","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Southwest Washington","Emergency Visits","1.8",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Statewide","Hospitalizations","2.7",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Statewide","Emergency Visits","2.1",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Thriving Together NCW","Hospitalizations","1.5",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Thriving Together NCW","Emergency Visits","0.8",2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-04-17 00:00:00,2022-04-23 00:00:00,16,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Better Health Together","Hospitalizations","1.4",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Better Health Together","Emergency Visits","1.3",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Cascade Pacific Action Alliance","Hospitalizations","2.6",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Cascade Pacific Action Alliance","Emergency Visits","1.8",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Elevate Health","Hospitalizations","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Elevate Health","Emergency Visits","2.3",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Greater Health Now","Hospitalizations","1.9",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Greater Health Now","Emergency Visits","0.7",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Healthier Here","Hospitalizations","3",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Healthier Here","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"North Sound","Hospitalizations","4.5",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"North Sound","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Olympic Community of Health","Hospitalizations","1.8",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Olympic Community of Health","Emergency Visits","2",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Southwest Washington","Hospitalizations","3.2",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Southwest Washington","Emergency Visits","2.8",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Statewide","Hospitalizations","2.7",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Statewide","Emergency Visits","2.4",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Thriving Together NCW","Hospitalizations","3.1",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Thriving Together NCW","Emergency Visits","1.3",2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-04-24 00:00:00,2022-04-30 00:00:00,17,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Better Health Together","Hospitalizations","3",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Better Health Together","Emergency Visits","1.8",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Cascade Pacific Action Alliance","Hospitalizations","4.2",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Cascade Pacific Action Alliance","Emergency Visits","2.7",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Elevate Health","Hospitalizations","2.7",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Elevate Health","Emergency Visits","3.1",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Greater Health Now","Hospitalizations","2.1",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Greater Health Now","Emergency Visits","1.1",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Healthier Here","Hospitalizations","3.3",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Healthier Here","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"North Sound","Hospitalizations","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"North Sound","Emergency Visits","3.9",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Olympic Community of Health","Hospitalizations","5.4",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Olympic Community of Health","Emergency Visits","4.3",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Southwest Washington","Hospitalizations","5.5",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Southwest Washington","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Statewide","Hospitalizations","3.4",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Statewide","Emergency Visits","3",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Thriving Together NCW","Hospitalizations","2.5",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Thriving Together NCW","Emergency Visits","1.6",2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-05-01 00:00:00,2022-05-07 00:00:00,18,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Better Health Together","Hospitalizations","3.2",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Better Health Together","Emergency Visits","2.2",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Cascade Pacific Action Alliance","Hospitalizations","4.8",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Cascade Pacific Action Alliance","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Elevate Health","Hospitalizations","4.8",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Elevate Health","Emergency Visits","4",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Greater Health Now","Hospitalizations","2.3",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Greater Health Now","Emergency Visits","1.5",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Healthier Here","Hospitalizations","4.8",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Healthier Here","Emergency Visits","4.5",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"North Sound","Hospitalizations","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"North Sound","Emergency Visits","4.6",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Olympic Community of Health","Hospitalizations","4.7",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Olympic Community of Health","Emergency Visits","4.3",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Southwest Washington","Hospitalizations","5.2",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Southwest Washington","Emergency Visits","3.8",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Statewide","Hospitalizations","4.3",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Statewide","Emergency Visits","3.5",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Thriving Together NCW","Hospitalizations","3.7",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Thriving Together NCW","Emergency Visits","2.3",2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-05-08 00:00:00,2022-05-14 00:00:00,19,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Better Health Together","Hospitalizations","5.2",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Better Health Together","Emergency Visits","3.2",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Cascade Pacific Action Alliance","Hospitalizations","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Cascade Pacific Action Alliance","Emergency Visits","3.2",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Elevate Health","Hospitalizations","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Elevate Health","Emergency Visits","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Greater Health Now","Hospitalizations","3.4",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Greater Health Now","Emergency Visits","2.1",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Healthier Here","Hospitalizations","4.9",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Healthier Here","Emergency Visits","5.2",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"North Sound","Hospitalizations","6",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"North Sound","Emergency Visits","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Olympic Community of Health","Hospitalizations","4.5",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Olympic Community of Health","Emergency Visits","5.3",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Southwest Washington","Hospitalizations","5",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Southwest Washington","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Statewide","Hospitalizations","4.7",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Statewide","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Thriving Together NCW","Hospitalizations","3.2",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Thriving Together NCW","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-05-15 00:00:00,2022-05-21 00:00:00,20,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Better Health Together","Hospitalizations","3.7",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Better Health Together","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Cascade Pacific Action Alliance","Hospitalizations","5.5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Cascade Pacific Action Alliance","Emergency Visits","3.5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Elevate Health","Hospitalizations","4.5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Elevate Health","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Greater Health Now","Hospitalizations","4.5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Greater Health Now","Emergency Visits","2.4",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Healthier Here","Hospitalizations","4.9",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Healthier Here","Emergency Visits","5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"North Sound","Hospitalizations","5.7",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"North Sound","Emergency Visits","4.7",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Olympic Community of Health","Hospitalizations","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Olympic Community of Health","Emergency Visits","4.6",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Southwest Washington","Hospitalizations","4.7",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Southwest Washington","Emergency Visits","3.7",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Statewide","Hospitalizations","4.8",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Statewide","Emergency Visits","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Thriving Together NCW","Hospitalizations","4.5",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Thriving Together NCW","Emergency Visits","2.9",2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-05-22 00:00:00,2022-05-28 00:00:00,21,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Better Health Together","Hospitalizations","5",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Better Health Together","Emergency Visits","3.6",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Cascade Pacific Action Alliance","Hospitalizations","5.5",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Cascade Pacific Action Alliance","Emergency Visits","3.8",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Elevate Health","Hospitalizations","6.6",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Elevate Health","Emergency Visits","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Greater Health Now","Hospitalizations","4.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Greater Health Now","Emergency Visits","2.8",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Healthier Here","Hospitalizations","4.3",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Healthier Here","Emergency Visits","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"North Sound","Hospitalizations","7.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"North Sound","Emergency Visits","5",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Olympic Community of Health","Hospitalizations","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Olympic Community of Health","Emergency Visits","4.7",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Southwest Washington","Hospitalizations","6.6",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Southwest Washington","Emergency Visits","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Statewide","Hospitalizations","5.3",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Statewide","Emergency Visits","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Thriving Together NCW","Hospitalizations","5.1",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Thriving Together NCW","Emergency Visits","4.4",2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Unassigned ACH Region","Hospitalizations",,2024-04-16 07:58:20
"2021-2022",2022-05-29 00:00:00,2022-06-04 00:00:00,22,"Unassigned ACH Region","Emergency Visits",,2024-04-16 07:58:20
"2021-2022",2022-06-05 00:00:00,2022-06-11 00:00:00,23,"Better Health Together","Hospitalizations","5",2024-04-16 07:58:20
